Generation of multi rbc models.

11616 atoms
0 bonds
0 angles
0 dihedrals
0 impropers

1 atom types
0 bond types
0 angle types
0 dihedral types
0 improper types

-200.000 1800.000 xlo xhi
0.000 2000.000 ylo yhi
0.000 400.000 zlo zhi

Atoms

1 1 1 170.65753832 124.37746925 151.32994494
2 1 1 164.79577701 122.50110840 152.95009662
3 1 1 168.61457597 117.23964150 153.56357870
4 1 1 177.01608150 127.45106645 150.35448145
5 1 1 175.91866412 120.70115624 151.66275264
6 1 1 182.59594602 123.70157215 151.17679718
7 1 1 188.35337828 121.51852762 152.58512382
8 1 1 189.12844140 128.28780608 151.56813099
9 1 1 170.95344564 131.38947284 150.50578747
10 1 1 164.81991159 129.15873791 151.89014899
11 1 1 177.33776870 134.06009216 150.00536290
12 1 1 183.47826359 130.91530067 150.38438860
13 1 1 189.62413934 135.54800003 151.47106042
14 1 1 171.28410756 138.34404148 150.67358672
15 1 1 165.18931663 136.07211150 151.68580643
16 1 1 177.45847018 140.54243499 150.51838416
17 1 1 183.61443494 137.92700001 150.55074626
18 1 1 188.38855207 142.80525732 152.05896635
19 1 1 166.84327816 143.33305522 152.23983647
20 1 1 173.57759860 145.47397244 151.67104613
21 1 1 181.63591240 145.09089428 151.54784174
22 1 1 163.81186944 112.38188447 156.81390981
23 1 1 159.53792726 108.17075490 160.84687518
24 1 1 166.32603030 106.21104635 159.60212603
25 1 1 170.46154813 110.59865183 156.08420071
26 1 1 173.51854962 105.17950243 158.91534893
27 1 1 178.05768048 110.06745648 155.75507343
28 1 1 180.53372660 104.63976611 159.16113406
29 1 1 184.63249579 110.23680968 156.19829467
30 1 1 187.32782809 105.36002044 159.68773960
31 1 1 192.20479835 111.13538737 157.59473169
32 1 1 193.25814361 105.55071750 161.43443627
33 1 1 198.27720034 108.88720542 161.51414309
34 1 1 154.79810551 121.08854843 157.32167068
35 1 1 150.68285014 117.03627707 161.27681539
36 1 1 156.68620907 114.11271675 158.95350974
37 1 1 160.94063377 118.14203228 155.44599119
38 1 1 174.91699293 114.99333418 153.58134700
39 1 1 181.79640797 116.63128404 153.05080379
40 1 1 188.07585282 115.36464402 154.49864096
41 1 1 194.14496588 118.12608131 155.27519825
42 1 1 198.75060046 114.61737317 158.65822131
43 1 1 200.10306718 121.32990194 156.90558849
44 1 1 204.78752136 117.75597262 160.91957102
45 1 1 153.77318176 128.74844286 156.38151235
46 1 1 149.42374575 124.44677240 159.79236032
47 1 1 159.04675012 125.47942545 154.31470339
48 1 1 194.71681602 125.01735205 153.69978521
49 1 1 200.54280929 128.10979977 155.79102088
50 1 1 205.74394271 124.51790075 159.50331426
51 1 1 154.26684324 136.32533185 155.97191554
52 1 1 149.03955143 132.26559266 159.09847698
53 1 1 159.17996042 132.69991051 153.59140927
54 1 1 195.06488828 132.35147619 153.09211550
55 1 1 200.51140660 134.95547946 155.49323424
56 1 1 206.01449483 131.41237878 158.77939594
57 1 1 155.51422279 143.65199650 156.42925182
58 1 1 149.70335959 139.86880851 159.14109261
59 1 1 160.27277319 140.05839315 153.64539408
60 1 1 194.81092925 140.22296433 153.49254368
61 1 1 200.75752770 141.13903729 156.27806234
62 1 1 206.21570530 138.14795364 159.15179907
63 1 1 156.88007013 150.47363060 157.92407286
64 1 1 150.88762696 147.10072789 160.14938702
65 1 1 162.13370922 147.07659784 154.53425167
66 1 1 169.53611407 150.18562773 153.64264164
67 1 1 177.71923005 150.46046349 153.01451088
68 1 1 185.62947103 149.70583166 153.40316782
69 1 1 192.44301716 147.66390963 154.38794181
70 1 1 198.52319028 146.82680500 156.54397015
71 1 1 205.18737391 145.05113016 159.84764911
72 1 1 152.72524443 154.07255185 162.00932025
73 1 1 163.22953734 153.33408048 156.53305489
74 1 1 158.93409828 157.22799847 160.31145706
75 1 1 169.17841611 156.08616976 156.30129721
76 1 1 175.38100288 155.80618858 155.38551315
77 1 1 182.61895489 155.41731156 155.38949902
78 1 1 189.84398980 154.38484208 156.26842176
79 1 1 202.84079975 151.15575860 160.56274520
80 1 1 196.36193359 153.09741122 157.98596936
81 1 1 165.20709380 160.08254268 159.65344035
82 1 1 172.36911207 161.54254431 159.05522696
83 1 1 179.53323540 160.92723257 158.32289250
84 1 1 186.71597646 160.26872482 158.81659259
85 1 1 193.65694518 159.16541137 160.22557274
86 1 1 162.58364217 102.30821086 163.87367652
87 1 1 159.25783123 98.98471595 168.76659070
88 1 1 166.06255266 97.05147322 167.67886036
89 1 1 169.63380006 100.80154783 162.93457935
90 1 1 173.23646901 96.04942511 167.02207695
91 1 1 176.83151183 100.04356030 162.72568944
92 1 1 180.72912501 95.90537361 167.00430356
93 1 1 184.23185627 100.09406190 163.23039548
94 1 1 188.38103643 96.21215623 168.25243189
95 1 1 190.96353184 100.51177664 164.68098028
96 1 1 196.07353386 98.07489100 169.65954577
97 1 1 197.67144586 102.58726237 165.97651827
98 1 1 152.72182557 110.28873865 163.39356630
99 1 1 149.08080547 106.87968340 168.76898512
100 1 1 155.80119942 104.56370899 165.53335762
101 1 1 204.02992249 111.74839040 163.33840338
102 1 1 202.55103525 105.96388168 166.29451669
103 1 1 207.54384092 107.60693399 169.16034767
104 1 1 145.47626116 120.40667934 164.09923490
105 1 1 142.04359187 116.67909951 169.26165608
106 1 1 146.97166976 113.26459060 166.12920541
107 1 1 210.06894496 120.66688679 163.99366224
108 1 1 209.14959141 113.97222616 166.23265301
109 1 1 213.82973212 117.23383400 169.33226873
110 1 1 144.71844796 128.04652730 162.86704101
111 1 1 140.98993814 124.06970109 167.43706572
112 1 1 210.78103671 127.82049941 162.84673293
113 1 1 214.66565416 124.26212408 167.49157579
114 1 1 144.72652321 135.83179265 162.56363186
115 1 1 140.59690600 131.78100918 166.60753111
116 1 1 211.07526316 134.89066591 162.72839497
117 1 1 215.24421765 131.55655909 166.93535686
118 1 1 145.49690152 143.32446529 163.14079290
119 1 1 140.88192334 139.43903070 166.80847758
120 1 1 210.64229289 141.92604819 163.30189747
121 1 1 215.31323602 138.59286409 167.38203423
122 1 1 146.90782131 150.42752860 164.56466330
123 1 1 141.80805503 146.69713016 167.93436124
124 1 1 209.13971587 148.70502247 164.20718550
125 1 1 214.37926297 145.52882559 168.18112915
126 1 1 143.45963190 153.56610475 169.76995824
127 1 1 155.19771648 160.65951365 164.71853343
128 1 1 148.94582961 157.04669433 166.72011092
129 1 1 200.32680777 157.29533166 162.33381418
130 1 1 206.65490188 154.79988453 165.26427503
131 1 1 212.59928763 152.04727583 169.36669764
132 1 1 151.45911848 163.00922118 169.53492512
133 1 1 161.53120933 163.71831335 163.74616087
134 1 1 158.12306643 166.76557369 168.41457104
135 1 1 168.33084223 165.70161344 163.05797743
136 1 1 176.25869260 165.95335764 162.11416339
137 1 1 183.45164993 165.60227008 162.20790401
138 1 1 190.55083214 164.67216381 163.17031376
139 1 1 197.45670712 163.07041164 164.92738147
140 1 1 203.93696665 160.77779130 167.38025969
141 1 1 164.48507763 169.40138112 167.99666434
142 1 1 172.50902167 169.71971865 166.08629296
143 1 1 179.91021000 170.27236979 166.34165651
144 1 1 187.20656141 169.58921784 166.85598134
145 1 1 194.30896304 168.24014426 168.21778250
146 1 1 163.05376850 93.83124349 173.15078597
147 1 1 159.75797967 91.55537372 179.31572206
148 1 1 166.65660039 89.88642954 177.94132154
149 1 1 169.87583958 92.62581775 172.09803008
150 1 1 173.80724003 89.19273841 176.89720538
151 1 1 177.12317679 92.23050294 171.57111488
152 1 1 181.18464332 89.32271067 176.56091046
153 1 1 184.56706014 92.64343069 171.78017833
154 1 1 188.72555790 90.63708207 176.43725664
155 1 1 192.71701010 93.94935052 173.09400237
156 1 1 192.38416466 89.11109814 181.86164167
157 1 1 196.50127819 92.21257976 178.63084961
158 1 1 152.60502838 101.64277063 170.66603114
159 1 1 150.87725584 98.85137429 175.79993982
160 1 1 156.84097652 96.08162806 174.07436582
161 1 1 203.25445842 101.29334086 171.31214783
162 1 1 200.10635152 96.33541459 174.88145113
163 1 1 206.18062438 98.78638268 177.67794050
164 1 1 143.66931686 109.94933985 171.91777288
165 1 1 140.82869726 107.57315785 178.32412613
166 1 1 146.05223844 103.81941979 175.08161447
167 1 1 212.49566927 110.69332968 172.04983964
168 1 1 209.38711036 104.13199056 174.56572373
169 1 1 214.73235988 107.92375742 177.91648383
170 1 1 137.84032339 120.51404453 172.79760851
171 1 1 134.96346195 117.97886289 179.25569617
172 1 1 138.93116669 113.80653282 175.32983541
173 1 1 217.89744708 120.95242731 172.85664123
174 1 1 217.02584042 114.48551063 175.43057120
175 1 1 220.93586865 118.91698088 179.28581151
176 1 1 137.16463072 127.96221911 171.34001485
177 1 1 134.38608727 124.48892958 176.79623705
178 1 1 218.60419537 128.16221802 171.60176488
179 1 1 221.30154187 124.94754254 176.86568830
180 1 1 137.05724114 135.58573809 171.07232169
181 1 1 133.99775554 131.91975600 175.89286099
182 1 1 219.18966353 135.09221767 172.03041230
183 1 1 222.21705825 131.23260367 177.17718245
184 1 1 137.48143441 142.79993366 171.94671032
185 1 1 133.90365036 138.86978670 176.66357914
186 1 1 218.71614299 142.17362104 172.67640564
187 1 1 222.11954915 138.52723111 177.47598458
188 1 1 138.73846075 149.81645051 173.44849727
189 1 1 134.78388754 145.80715581 177.71884229
190 1 1 217.44419455 148.91691871 173.83267372
191 1 1 221.22480256 145.77591364 178.59003218
192 1 1 136.38328955 152.56033167 179.56297657
193 1 1 145.70252528 159.91392233 172.32475003
194 1 1 140.68500509 156.44027312 175.68404563
195 1 1 209.92013097 157.88165238 170.57771480
196 1 1 212.65818789 160.34807577 176.43946643
197 1 1 215.45000296 155.08723903 175.32485151
198 1 1 143.27152533 162.55968383 178.63386962
199 1 1 154.03558817 168.13250763 173.03649646
200 1 1 148.39786145 165.62888478 175.59979952
201 1 1 201.00884804 166.25545272 170.36472804
202 1 1 204.53018990 168.46972951 176.51287799
203 1 1 207.15747605 163.59673698 173.11795557
204 1 1 152.82332427 171.02099809 178.58180242
205 1 1 165.26038946 173.84927210 173.47079089
206 1 1 159.30390565 171.94421012 174.11915651
207 1 1 170.33206026 173.06435555 170.53778216
208 1 1 176.63491665 174.13854930 171.09123748
209 1 1 183.81047125 173.79850925 171.22022365
210 1 1 191.03788792 172.71416254 172.15415599
211 1 1 194.33527430 175.12648618 178.05990358
212 1 1 197.95607096 170.99195731 173.98706613
213 1 1 163.92182069 176.44828990 178.75749603
214 1 1 171.66499758 176.94769931 176.28058275
215 1 1 179.63728342 177.22487907 176.07697836
216 1 1 187.22962896 176.48580404 176.53179725
217 1 1 190.53199050 178.49452570 182.67597663
218 1 1 153.93690964 94.19426400 180.05498021
219 1 1 150.56511682 94.16348731 185.05928933
220 1 1 156.23025993 90.36837459 186.30424528
221 1 1 163.07122608 88.33893171 183.96833960
222 1 1 170.80090812 86.93245517 182.79423347
223 1 1 178.14133964 86.72744864 181.95732729
224 1 1 185.72360714 87.55934992 181.57565796
225 1 1 191.15848410 86.84334758 187.45188913
226 1 1 198.00395722 89.85170889 185.92008669
227 1 1 202.47115378 93.98670774 181.55256527
228 1 1 204.86779140 93.13495687 187.81798859
229 1 1 147.38725508 98.65521657 180.71028061
230 1 1 142.65791554 102.46560369 182.33113768
231 1 1 145.30205984 97.49850543 187.37623994
232 1 1 211.98959802 102.28305060 180.91845918
233 1 1 208.68843923 97.36859575 184.20506703
234 1 1 213.97445914 101.06974358 187.85651477
235 1 1 136.47739216 111.63939371 182.04200993
236 1 1 132.95002342 116.14976001 186.06322468
237 1 1 138.27539115 106.21936761 185.75347780
238 1 1 219.19102985 112.22441066 181.60042830
239 1 1 216.89495752 106.30055819 184.57418967
240 1 1 220.94279562 111.01729946 188.25722111
241 1 1 131.77418383 122.60830461 183.62934785
242 1 1 222.78112720 117.47061550 185.08286702
243 1 1 131.67854511 128.55128494 181.24771623
244 1 1 223.95199674 125.35786389 182.55933771
245 1 1 131.15185547 134.87189190 182.01068998
246 1 1 224.53633863 133.63323415 182.28553675
247 1 1 131.58968248 141.67485122 182.75553739
248 1 1 224.20451101 141.30693691 183.21880067
249 1 1 132.83255850 148.29417588 183.97753932
250 1 1 222.95504233 148.49317337 184.82879571
251 1 1 138.72130835 158.94589279 182.11823939
252 1 1 134.83262402 154.84203953 186.07049010
253 1 1 219.39816589 152.73295179 180.18648708
254 1 1 220.77584245 155.08265694 186.60545503
255 1 1 137.66295892 161.01038133 188.77368193
256 1 1 147.01336047 168.29749261 181.75944960
257 1 1 141.97199138 164.92740361 185.12632632
